UKBB_code,UKBB_description,ATC_code
1140869844,puri-nethol 50mg tablet,L01B
1140869352,norinyl-1 tablet,G03C
1140868534,primoteston depot 250mg/1ml oily injection,G03B
1140867930,motival tablet,N06A
1140866516,cordarone x 100mg tablet,C01B
1140866388,triamterene,C03D
1140866158,navidrex 500mcg tablet,C03A
1140866072,hydroflumethiazide,C03A
1140865806,laxose solution,A06A
1140865234,sodium chloride 0.9% nose drops,B05X
1140864998,zydol 100mg/2ml injection,N02A
1140864810,loperagen 2mg capsule,A07D
1140864728,vividrin 2% eye drops,R03A
1140864368,aknemin 100mg capsule,J01A
1140863378,meprobamate,N05B
1140863364,ativan 1mg tablet,N05B
1140863320,lexotan 1.5mg tablet,N05B
1140863092,galpseud 60mg tablet,R06A
1140863062,sudafed expectorant syrup,R06A
1140862870,menthol 35.55mg inhalant capsule,R06A
1140862694,astemizole,R06A
1140861804,angettes 75mg tablet,N02B
1140861602,innohep 5000iu/0.5ml injection amp,B01A
1140861016,isordil 5mg sublingual tablet,C01D
1140860336,timolol maleate+co-amilozide 10mg/2.5mg/25mg tablet,S01E
1140858392,sodium chloride+glucose tablet,B05X
1140857036,doxatet 100mg tablet,J01A
1140856952,selexid 200mg tablet,J01C
1140855720,pavacol-d mixture,R05D
1140855384,salbuvent 5mg/ml respirator solution,R03A
1140853994,xylometazoline 0.1% nose drops,S01G
1140852784,benerva 3mg tablet,B03B
1140851652,isoket 10mg tablet,C01D
1140850770,actal 360mg/5ml suspension,A06A
2018943436,csa - cyclosporin a,S01X
1141201814,parmid xl 5mg m/r tablet,C08C
1141201426,mimpara 30mg tablet,H05B
1141201098,care fluconazole 150mg capsule,D01A
1141195570,reyataz 100mg capsule,J05A
1141195258,furosemide+potassium 20mg/10mmol m/r tablet,C03C
1141195074,amoxident 500mg capsule,J01C
1141195072,amoxident 250mg capsule,J01C
1141194804,nadolol+bendroflumethiazide 40mg/5mg tablet,C07A
1141193318,femtab continuous tablet,G03C
1141193056,dandrazol 2% shampoo,D01A
1141192994,morphgesic sr 60mg m/r tablet,N02A
1141191740,copegus 200mg tablet,J05A
1141190566,reyataz 200mg capsule,J05A
1141189602,non-drowsy sudafed linctus oral liquid,R06A
1141188672,sea-legs 12.5mg tablet,R06A
1141188640,avonex 6million iu/0.5ml prefilled syringe,L03A
1141188336,benylin four flu tablet,R06A
1141187770,promixin 1million iu powder for nebulisation,J01G
1141187768,colistimethate sodium 1million iu powder for nebulisation,J01G
1141187338,elidel 10mg/g cream,D11A
1141187100,moxifloxacin,J01M
1141187048,rapranol sr 80mg m/r capsule,C07A
1141186082,bexarotene,L01X
1141183332,panadol actifast 500mg tablet,N02B
1141182904,soloc 5mg tablet,C07A
1141182664,fluocinolone acetonide+clioquinol 0.025%/3% ointment,D07A
1141182094,feredetate na 27.5mg/5ml elixir,B03A
1141181872,defanac 25mg e/c tablet,M01A
1141181298,ethinylestradiol+norethisterone acetate 20mcg/1mg tablet,G03C
1141179818,idrolax oral powder,A06A
1141176970,dermalo bath emollient,A06A
1141176864,peginterferon alfa-2b,L03A
1141175908,liparol xl 400mg m/r tablet,C10A
1141175224,bi-carzem sr 60mg m/r capsule,C08D
1141174718,cibral 10mg tablet,C01D
1141174450,multi-action actifed dry coughs linctus,R06A
1141173616,robitussin dry cough medicine liquid,R05C
1141173534,povidone+sodium hyaluronate oral gel,D08A
1141173504,pennsaid 1.5% topical solution,M01A
1141171798,apo-go 20mg/2ml injection,N04B
1141170974,oxynorm 10mg/ml concentrate liquid,N02A
1141170534,zyomet 0.75% gel,P01A
1141169210,mandanol 500mg tablet,N02B
1141168794,kapake insts 500mg/30mg/sachet powder,N02A
1141166960,eryacne 4 topical gel,D10A
1141166472,brevoxyl 4% cream,D10A
1141165878,zydol xl 400mg m/r tablet,N02A
1141165870,zydol xl 200mg m/r tablet,N02A
1141164750,keral 25mg tablet,M02A
1141163832,budenofalk 3mg capsule,R01A
1141163138,aspirin+papaveretum 500mg/7.71mg dispersible tablet,N02B
1141157498,gentamicin product,J01G
1141157416,cholestyramine product,C10A
1141157284,glipizide product,A10B
1141157262,gemfibrozil product,C10A
1141157112,diclovol 25mg e/c tablet,M01A
1141156856,paracetamol+domperidone 500mg/10mg tablet,N02B
1141156754,half propatard la 80mg m/r capsule,C07A
1141156676,proguanil hydrochloride+chloroquine phosphate,P01B
1141152166,radian b muscle rub,M01A
1141152132,flucloxin 500mg capsule,J01C
1141151424,hydrocortisone acetate+neomycin sulphate 1.5%/0.5% eye drops,S01B
1141150932,isotrexin gel,D10A
1141150700,diflucan one 150mg capsule,D01A
1141146250,entocort 2mg/100ml enema,R01A
1141146120,klaricid xl 500mg m/r tablet,J01F
1141146050,modisal 60 xl m/r tablet,C01D
1141145706,dermonistat cream,D01A
1141145618,invirase 200mg capsule,J05A
1140928956,panadol night tablet,N02B
1140928774,hydroquinone product,D11A
1140928502,famvir 750mg tablet,J05A
1140928248,stavudine,J05A
1140928148,zerit 15mg capsule,J05A
1140927790,toremifene,L02B
1140927702,nightcalm 25mg tablet,R06A
1140926860,diphenhydramine hydrochloride 2% cream,R06A
1140926848,moisture eyes eye drops,S01K
1140923712,moexipril,C09A
1140923684,ostram 1.2g/sachet powder,A12A
1140923088,menorest 37.5micrograms patch,G03C
1140922640,zydol sr 200mg m/r tablet,N02A
1140922628,martindale methadone dtf 1mg/ml mixture,N02A
1140922134,zovirax 400mg dispersible tablet,D06B
1140917312,fenticonazole,D01A
1140917072,maximet sr 75mg m/r capsule,M01A
1140916866,ketocid 200 m/r capsule,M01A
1140916274,dithranol+salicylic acid 0.25%/1.6% scalp gel,D05A
1140911738,guarina sachet,A10B
1140910820,maoi - tranylcypromine,N06A
1140910778,cantassium folic acid 400micrograms tablet,B03B
1140910732,cromoglycic acid,R03A
1140910606,alpha methyldopa,C02A
1140910470,dioctyl sodium sulphosuccinate,A06A
1140909920,gonadotrophin-releasing hormone product,G03G
1140888698,dimethicone,P03A
1140888350,menadiol,B02B
1140884688,hydroxyprogesterone,G03D
1140884660,fluclorolone,D07A
1140884206,demeclocycline,D06A
1140884118,achromycin 1% eye drops,D06A
1140883674,trimeprazine,R06A
1140883512,azatadine,R06A
1140883078,relaxit micro-enema,B05C
1140883056,audicort ear drops,R03B
1140882928,nystaform-hc 0.5% cream,D07A
1140882916,econacort cream,D07A
1140882850,hydrocortisone+clioquinol,D07A
1140882830,hydrocortisone+crotamiton,D07A
1140882822,hydrocortisone+urea,D07A
1140882564,norzol 200mg/5ml suspension,P01A
1140882536,chloromycetin 0.5% redidrops,D06A
1140882406,morphine tartrate+cyclizine,N02A
1140882312,sinequan 10mg capsule,N06A
1140882232,kwells tablet,A04A
1140882230,gastroflux 10mg tablet,A03F
1140880356,graneodin ointment,D07A
1140880084,gammolin 40mg capsule,D11A
1140880068,topicycline topical solution,D06A
1140880046,benzoyl peroxide+miconazole nitrate 5%/2% cream,D10A
1140879940,coal tar extract+allantoin 5%/2% cream,S01B
1140879926,coal tar 40% bath emulsion,S01B
1140879896,lanacort cream,S01B
1140879786,phenoxybenzamine,C04A
1140879750,thioridazine,N05A
1140879054,mycil powder,D01A
1140879048,tolnaftate+chlorhexidine hydrochloride 1%/0.25% powder,D01A
1140878776,aluminium chloride 20% roll-on application,D10A
1140878774,aluminium chloride 20% roll-on solution,D10A
1140878678,loceryl cream,D01A
1140878606,exelderm cream,D01A
1140878594,ecostatin cream,D01A
1140878528,flamazine 1% cream,D06B
1140878514,meted shampoo,D10A
1140878508,psoriderm shampoo,S01B
1140878464,panoxyl 10 gel,D10A
1140878444,dithrocream 0.25% cream,D05A
1140878366,salatac gel,S01B
1140878294,siopel cream,P03A
1140878292,metanium ointment,S01B
1140878268,eurax lotion,D07A
1140878178,isopto frin eye drops,S01F
1140878116,hydroxypropylmethylcellulose,S01K
1140877994,minims metipranolol 0.1% single-use eye drops,S01E
1140877980,minims tropicamide 0.5% single-use eye drops,S01F
1140876382,compound thymol glycerin solution,A06A
1140876310,cetomacrogol emulsifying ointment bp,D07A
1140876270,dequadin lozenge,P01B
1140876242,corlan lozenge,D07A
1140876032,clioquinol+flumethasone pivalate 1%/0.02% ear drops,P01A
1140875960,aluminium acetate 8% ear drops,A02A
1140875712,minims atropine sulphate 1% single-use eye drops,A03B
1140875560,minims chloramphenicol 0.5% single-use eye drops,D06A
1140875400,auranofin,M01C
1140874652,minodiab 2.5mg tablet,A10B
1140874466,retrovir 200mg/10ml intravenous infusion concentrate,J05A
1140874442,zovirax shingles pack 800mg dispersible tablet,D06B
1140874378,zovirax 400mg tablet,D06B
1140874282,diflucan 200mg capsule,D01A
1140874220,nalidixic acid,J01M
1140874214,hexamine hippurate,R01A
1140874118,tinidazole,J01R
1140874030,metronidazole+nystatin 400mg/10000units tablet+pessary,P01A
1140873730,acrosoxacin,J01M
1140873682,erythrocin 500mg tablet,D10A
1140873654,dalacin c 150mg capsule,D10A
1140873404,vibramycin-d 100mg dispersible tablet,J01A
1140873402,vibramycin 100mg capsule,J01A
1140873400,vibramycin 50mg capsule,J01A
1140873396,doxylar 100mg capsule,J01A
1140873094,distaclor mr 375mg m/r tablet,J01D
1140872782,amoxil 3g/sachet s/f powder,J01C
1140872638,temocillin,J01C
1140872624,fluclomix 500 capsule,J01C
1140872558,nitoman 25mg tablet,N07X
1140872336,larodopa 500mg tablet,N04B
1140872306,nootropil 800mg tablet,N06B
1140872304,piracetam,N06B
1140872216,convulex 150mg e/c capsule,N03A
1140872164,zarontin 250mg capsule,N03A
1140872040,aspirin+metoclopramide 325mg/5mg effervescent tablet,N02B
1140871956,ergotamine tartrate+caffeine 1mg/100mg tablet,N02C
1140871790,oramorph 100mg/5ml oral unit dose vial,N02A
1140871716,oramorph sr 30mg m/r tablet,N02A
1140871528,ketovail 100mg m/r capsule,M01A
1140871516,orudis 50mg capsule,M01A
1140871320,arthrofen 200 tablet,M01A
1140871202,fenbufen,M01A
1140871154,konakion 10mg tablet,B02B
1140871146,phytomenadione,B02B
1140871100,azapropazone,M01A
1140871070,trientine dihydrochloride,A16A
1140870976,alfa-d 250nanograms capsule,A11C
1140870888,calcisorb 5g/sachet powder,V03A
1140870330,slow-fe folic m/r tablet,B03A
1140870320,galfer fa capsule,B03A
1140870070,stilboestrol,G03C
1140869782,etoposide,L01C
1140869774,fluoro-uracil 250mg capsule,L01B
1140869552,melphalan,L01A
1140869228,nystan gel,G01A
1140868924,prostin e2 500micrograms tablet,G02A
1140868524,androcur 50mg tablet,G03H
1140868304,panadol 120mg/5ml baby+infant suspension,N02B
1140868186,vertigon 10mg spansule,N05A
1140868036,parmid 10mg tablet,A03F
1140868012,scopoderm tts transdermal patch,A04A
1140867944,tranylcypromine+trifluoperazine 10mg/1mg tablet,N06A
1140867940,fluphenazine hydrochloride+nortriptyline 1.5mg/30mg tablet,N05A
1140867938,amitriptyline+chlordiazepoxide 12.5mg/5mg capsule,N06A
1140867922,manerix 150mg tablet,N06A
1140867916,parnate 10mg tablet,N06A
1140867856,isocarboxazid,N06A
1140867136,neulactil 2.5mg tablet,N05A
1140867118,methotrimeprazine,N05A
1140866712,cardinol 10mg tablet,C07A
1140866332,triamterene+frusemide 50mg/40mg tablet,C03D
1140866194,frusid 40mg tablet,C03C
1140866110,diurexan 20mg tablet,C03B
1140865922,perinal spray,D07A
1140865688,cascara,A06A
1140865664,nalcrom 100mg capsule,R03A
1140865624,axid 150mg capsule,A02B
1140865510,peptimax 200 tablet,A02B
1140865186,aluminium hydroxide product,A02A
1140865028,dornase alfa,R05C
1140864874,torem 2.5mg tablet,C03C
1140864726,vividrin 2% nasal spray,R03A
1140864572,pulmozyme 2500units(2.5mg) nebuliser solution,R05C
1140864366,aknemin 50mg capsule,J01A
1140864342,glaucol 0.25% single-use eye drops,S01E
1140864258,occlusal 26% topical solution,S01B
1140863372,medazepam,N05B
1140863276,tranxene 7.5mg capsule,N05B
1140863110,flurazepam,N05C
1140863036,heminevrin 192mg capsule,N05C
1140862980,actifed compound linctus,R06A
1140862970,menthol+eucalyptus inhalation,R06A
1140862764,semprex 8mg capsule,R06A
1140862374,ephedrine hydrochloride+theophylline 11mg/120mg tablet,R01A
1140862110,berotec 100 inhaler,R03A
1140861944,clofibrate,C10A
1140861696,nicoumalone,B01A
1140861106,calcilat 10mg capsule,C08C
1140860764,captopril+hydrochlorothiazide 25mg/12.5mg tablet,C09A
1140860380,betim 10mg tablet,S01E
1140859058,chloramphenicol dtf 1% cream,D06A
1140858886,diane 2mg tablet,G03H
1140858294,bc-500 with iron tablet,B03A
1140858004,terodiline hydrochloride,G04B
1140857774,thyrotrophin product,V04C
1140857700,oestradiol 1mg/1ml injection,G03C
1140857494,glibornuride,A10B
1140857348,naxogin 500mg tablet,P01A
1140856722,depocillin 3g injection,J01C
1140856268,meclozine hydrochloride,R06A
1140854834,fluocortolone,D07A
1140854010,argotone nasal spray,D06B
1140853776,clioquinol 1% ear drops,P01A
1140853448,eumovate 0.1% eye drops 5ml,S01B
1140853138,mestinon 1mg/1ml injection,N07A
1140851784,lidoflazine,C08E
1140851484,paritane 20mg tablet,C07A
1140851022,ceratonia,A07X
1140851000,dulcodos tablet,A06A
1140850924,magnesium trisilicate+belladonna 0.15mg tablet,A03B
1140850922,belladonna paediatric 0.05mg/5ml liquid,A03B
1140850836,peptard 0.2mg tablet,A03B
2018943438,cya - cyclosporin a,S01X
1141201116,cough nurse night time oral liquid,N02A
1141200730,zemon 40xl 40mg m/r tablet,C01D
1141200364,telzir 700mg tablet,J05A
1141195572,atazanavir 100mg capsule,J05A
1141195466,entrolax 5mg e/c tablet,A06A
1141195024,betanidine,C02C
1141193320,femtab 1mg tablet,G03C
1141193224,oxynorm 10mg/ml injection solution 2ml ampoule,N02A
1141193110,dolasetron,A04A
1141193072,dandrazol antidandruff 2% shampoo,D01A
1141192996,morphgesic sr 100mg m/r tablet,N02A
1141192812,bextra 40mg tablet,M01A
1141192340,silver sulfadiazine,D06B
1141190644,valdic 75 retard 75mg m/r tablet,M01A
1141190298,lamisil at 1% gel,D01B
1141189862,aprepitant,A04A
1141188936,hypolar retard 10mg m/r tablet,C08C
1141188928,care pholcodine 5mg/5ml s/f oral liquid,R05D
1141188834,vicks medinite syrup,R06A
1141188754,zamadol melt 50mg oro-dispersible tablet,N02A
1141188500,paracetamol+pseudoephedrine hydrochloride,N02B
1141187902,fenox 0.5% nasal spray,D07A
1141187440,amyben 100mg tablet,C01B
1141187060,omeran 10mg e/c tablet,A02B
1141186640,vantage antihistamine 4mg tablet,R06A
1141186560,merional 75iu injection (pdr for recon)+solvent,G03G
1141186084,targretin 75mg capsule,L01X
1141185172,vivadone 10mg tablet,A03F
1141185124,ranflutin 20mg capsule,N06A
1141185070,digamex 62.5micrograms tablet,C01A
1141185058,mandanol infant paracetamol 120mg/5ml oral suspension,N02B
1141184546,ibuprofen+pseudoephedrine hydrochloride,M01A
1141184226,lemsip pharmacy non-decongestant formula sachet powder,N02B
1141183866,virgan 0.15% eye gel,J05A
1141183438,menoring 50micrograms/24hours vaginal ring,G03C
1141182968,tensomex 100mg tablet,C07F
1141182792,ebixa 10mg tablet,N06D
1141182754,piroxicam-betadex,M02A
1141182642,orbifen 100mg/5ml s/f oral suspension,M01A
1141182602,voriconazole 200mg tablet,J02A
1141182598,voriconazole 50mg tablet,J02A
1141182122,sulfadimidine,J01E
1141182070,sodium cromoglicate+salbutamol,R03A
1141182068,sodium cromoglicate+isoprenaline sulphate,R03A
1141181752,mandafen 400mg tablet,M01A
1141181610,hydrocortisone+pramocaine,D07A
1141181286,ethinylestradiol+desogestrel 20mcg/150mcg tablet,G03C
1141181060,dimeticone,P03A
1141181056,dimeticone 1000+cetrimide 10%/0.3% cream,P03A
1141181008,colistimethate na 1million units inj (pdr for recon),J01G
1141180462,clarithromy tab+lansoprazole cap+amoxi cap 500/30/500mg pack,A02B
1141180450,cefazolin,J01D
1141180126,parecoxib,M01A
1141180066,anakinra,L04A
1141180054,artemether+lumefantrine,P01B
1141180040,zaditen 250micrograms/ml eye drops,R06A
1141178894,nurofen maximum strength 10% gel,M01A
1141176878,econac 100mg suppository,M01A
1141176044,equasym 5mg tablet,N06B
1141175272,candiden 500mg pessary,D01A
1141175264,levacetylmethadol hydrochloride,N07B
1141174588,canesten af once daily bifonazole 1% cream,D01A
1141174444,multi-action actifed tablet,R06A
1141173638,polyvinylpyrrolidone+sodium hyaluronate oral gel,D08A
1141173532,polyvinylpyrrolidone,D08A
1141173430,do-do chesteze tablet,R01A
1141173140,entrocalm 2mg capsule,A07D
1141172954,linezolid,J01X
1141172876,actiq 200micrograms lozenge,N01A
1141172722,levonelle 750micrograms tablet,G03A
1141172240,canesten 500mg pessary,D01A
1141171730,deferiprone,V03A
1141171614,aknemycin plus solution,D10A
1141171612,erythromycin+tretinoin 4%/0.025% topical solution,D10A
1141171118,dromadol sr 150mg m/r tablet,N02A
1141171032,actal pastils,A06A
1141171002,tobi 300mg/5ml nebuliser solution,R01A
1141170824,flexin continus 25mg m/r tablet,M01A
1141170540,strepsils cough lozenge,N02A
1141170186,doxylar 50mg capsule,J01A
1141169730,nifopress retard 20mg m/r tablet,C08C
1141169704,comtess 200mg tablet,N04B
1141169526,piroxicam-beta-cyclodextrin,M02A
1141169472,ibumousse 5% foam,M01A
1141169418,nicef 500mg capsule,J01D
1141168702,mobic 7.5mg suppository,M01A
1141168498,eucardic 3.125 tablet,C07A
1141168444,gabitril 5mg tablet,N03A
1141167982,mil-par suspension,A02A
1141167624,nelfinavir,J05A
1141167608,achromycin 3% ointment,D06A
1141167174,tramazoline hydrochloride+dexamethasone isonicotinate,R01A
1141166956,eryacne 2 topical gel,D10A
1141166888,cysteamine,S01X
1141166366,ethinyloestradiol+gestodene 20micrograms/75micrograms tablet,G03C
1141166306,arava 100mg tablet,L04A
1141165324,cetrotide 0.25mg injection (pdr for recon)+solvent,H01C
1141165318,cetrorelix,H01C
1141165254,vioxx 25mg tablet,M01A
1141165244,rofecoxib,M01A
1141164788,angitak 1.25mg spray,C01D
1141164202,diasorb 2mg capsule,A07D
1141164036,maxivent 2.5mg/2.5ml steripoule,R03A
1141163324,ticlopidine,B01A
1141163120,zamadol 100mg/2ml injection,N02A
1141162678,tavanic 500mg tablet,J01M
1141157448,epoetin alfa product,B03X
1141157370,zidovudine product,J05A
1141157360,rifampicin product,J04A
1141157352,cephradine product,J01D
1141157350,cefotaxime product,J01D
1141157342,temocillin product,J01C
1141157336,tetrabenazine product,N07X
1141157322,terfenadine product,R06A
1141157298,danazol product,G03X
1141157278,mefloquine product,P01B
1141157272,valaciclovir product,J05A
1141157268,ganciclovir product,J05A
1141156966,flexotard mr 100mg m/r tablet,M01A
1141153350,atovaquone+proguanil hydrochloride,P01A
1141153302,epogam 40 capsule,D11A
1141153296,moxisylyte,C04A
1141153146,urdox 300mg tablet,A05A
1141153082,advil cold and sinus tablet,M01A
1141152966,vibramycin acne pack 50mg capsule,J01A
1141152674,flamatak mr 75mg m/r tablet,M01A
1141152200,respillin 250mg capsule,J01C
1141152134,flucloxin 125mg/5ml oral suspension,J01C
1141152076,half propanix la 80mg m/r capsule,C07A
1141151606,driclor dusting powder,D10A
1141151588,altretamine,L01X
1141151000,remifentanil,N01A
1141150930,isotretinoin+erythromycin 0.05%/2% gel,D10A
1141150714,palladone-sr 4mg m/r capsule,N02A
1141150712,palladone-sr 2mg m/r capsule,N02A
1141150682,cabaser 1mg tablet,G02C
1141150614,palladone-sr 16mg m/r capsule,N02A
1141150612,palladone-sr 8mg m/r capsule,N02A
1141150560,kaplon 12.5mg tablet,C09A
1141150538,nifedotard 20mr m/r tablet,C08C
1141150500,slofedipine 20mg m/r tablet,C08C
1141150276,bazuka gel,S01B
1141150264,anbesol adult oral gel,R02A
1141150246,sporanox 10mg/ml oral liquid,J02A
1141147308,noritate 1% cream,P01A
1141146046,phillips milk of magnesia suspension,A02A
1140928752,viridal 5 injection (pdr for recon)+diluent,G04B
1140928360,trimetrexate,P01A
1140928298,panoxyl 5 cream,D10A
1140927956,sertindole,N05A
1140927632,itraconazole 10mg/ml s/f oral solution,J02A
1140927174,amilamont 5mg/ml s/f oral solution,C03D
1140927056,tiludronic acid 200mg tablet,M05B
1140927000,retrovir 300mg tablet,J05A
1140926924,methadose 10mg/ml s/f liquid,N02A
1140926880,virovir 800 tablet,D06B
1140926188,unipine xl 30mg m/r tablet,C08C
1140926016,paracetamol+methionine 500mg/100mg tablet,N02B
1140925880,sevredol 50mg tablet,N02A
1140925794,polyethylene glycol product,B03X
1140922930,atenix 25mg tablet,C07A
1140922902,roferon-a-2a 3million iu/1ml injection solution,L03A
1140922048,rovamycine 250mg tablet,J01F
1140921964,glucamet 500 tablet,A10B
1140921960,fentamox 10 tablet,L02B
1140921880,salicylic acid+lactic acid 25%/25% ointment,S01B
1140921832,medinex 10mg/5ml syrup,R06A
1140917456,isotrate 10mg tablet,C01D
1140917318,lomexin 200mg pessary,D01A
1140917216,tenkorex 125mg/5ml suspension,J01D
1140917214,tenkorex 500mg capsule,J01D
1140916868,probeta la 160mg m/r capsule,C07A
1140916830,normasol undine 0.9% eye irrigation solution,B05X
1140916824,suprecur 150micrograms nasal spray,L02A
1140916502,zinga 150mg capsule,A02B
1140916276,psorin scalp gel,D05A
1140912778,polymyxin b sulphate+trimethoprim eye drops,J01X
1140912246,chloroquine 68mg/5ml syrup,P01B
1140912244,chloroquine 200mg tablet,P01B
1140910986,alpha tocopheryl acetate 50iu/g cream,A11H
1140910980,expulin dry cough linctus,N02A
1140910976,lithonate 400mg m/r tablet,N05A
1140910906,eumovate eye drops,S01B
1140910830,antidiuretic hormone-vasopressin,H01B
1140910700,meperidine,N02A
1140910662,baking soda,B05X
1140910650,sennosides,A06A
1140910646,trf - protirelin,V04C
1140910560,sodium ethacrynate,C03C
1140910554,citrovorum factor,V03A
1140910510,sorbide nitrate,C01D
1140910496,propionic acid-ibuprofen,C02A
1140910492,scopolamine,A04A
1140910392,chrysazin,A06A
1140910376,methylmorphine,N02A
1140909966,placidex 120mg/5ml liquid,N02B
1140909926,thyrotrophin-releasing hormone,V04C
1140909924,lh-rh - gonadotrophin-releasing hormone,G03G
1140909894,desoximetasone,D07A
1140909892,eserine,V03A
1140909882,dihydroxycholecalciferol,A11C
1140909818,benzatropine,N04A
1140909804,pipotiazine,N05A
1140909742,iocare balanced salt solution,B05X
1140909592,calcijex 1microgram/1ml injection,A11C
1140909488,avoca 75% applicator,D08A
1140909462,clariteyes eye drops,R03A
1140909454,benzamycin topical gel,D10A
1140888936,videx 100mg tablet,J05A
1140888922,nindaxa 2.5mg tablet,C03B
1140888662,methysergide,N02C
1140888536,guanethidine,C02C
1140888474,moracizine,C01B
1140884642,alclometasone,S01B
1140884414,dextromoramide,N02A
1140884076,fosfomycin,J01X
1140883988,fucidin 2% caviject,D09A
1140883860,waxsol 5% ear drops,A06A
1140883804,quinoderm 10% lotio-gel,D10A
1140883670,triprolidine,R06A
1140883592,vibrocil nasal spray,D07A
1140883570,distigmine,N07A
1140883544,homatropine,S01F
1140883530,dipivefrine,S01E
1140883482,bethanechol,N07A
1140883470,lofexidine,N07B
1140883062,triamcinolone+econazole,R03B
1140883060,triamcinolone+nystatin,R03B
1140883026,methylprednisolone+neomycin,D07A
1140883010,papaverine,G04B
1140882926,gentisone hc cream,S01B
1140882844,hydrocortisone+nystatin,D07A
1140882840,hydrocortisone+sodium fusidate,D07A
1140882758,tri-cicatrin ointment,D07A
1140882740,mildison lipocream 1% cream,D07A
1140882552,tribavirin,J05A
1140882506,achromycin 1% eye/ear ointment,D06A
1140882460,utinor 400mg tablet,J01M
1140882458,metrotop 0.8% gel,P01A
1140882268,aspirin+codeine 300mg/8mg tablet,N02B
1140882152,budesonide 0.025% cream,R01A
1140882030,seldane 120mg tablet,R06A
1140882020,clemastine+phenylpropanolamine,R06A
1140882012,pollon-eze 10mg tablet,R06A
1140881994,sodium cromoglycate+isoprenaline sulphate,R03C
1140881862,oxivent 100mcg inhaler,R03B
1140881538,diareze 2mg capsule,A07D
1140881516,norgalax 120mg micro-enema,A06A
1140881512,dioctyl 12.5mg/5ml paediatric solution,A06A
1140881326,hydrotalcite,A02A
1140881030,meptid 100mg/1ml injection,N02A
1140880962,thalamonal injection,N01A
1140880942,alfentanil,N01A
1140880482,idoxuridine (in dimethylsulphoxide) 40% application,D06B
1140880384,nystan ointment,G01A
1140880378,genticin cream,J01G
1140880326,nystan cream,G01A
1140880286,benzoyl perox+potassium hydroxyquinoline sulphate 5/0.5% crm,D10A
1140880276,achromycin topical 3% ointment,D06A
1140880266,coal tar+lecithin 2.5/0.3% shampoo,S01B
1140880080,efamast 40mg capsule,D11A
1140880050,valderma active gel,D10A
1140880012,zinc+ichthammol cream bp,B05X
1140879938,coal tar extract+allantoin 5%/2% lotion,S01B
1140879928,coal tar+lecithin 6/0.4% cream,S01B
1140879836,naphazoline,S01G
1140879804,tulobuterol,R03C
1140879784,rimiterol,R03A
1140879780,reproterol,R03A
1140879754,oxypertine,N05A
1140879656,lysuride,G02C
1140879554,estramustine,L01X
1140879468,kaolin product,A07B
1140879418,carbenoxolone,A02B
1140878982,gyno-pevaryl cream,D01A
1140878980,canesten vc vaginal cream pack+applicator,D01A
1140878580,condyline solution,D06B
1140878542,benzoyl peroxide+miconazole nitrate,D10A
1140878538,quinoderm cream,D10A
1140878482,quinoderm 5 cream,D10A
1140878478,panoxyl 10 wash,D10A
1140878466,benoxyl 5 cream,D10A
1140878458,psorin ointment,D05A
1140878416,psoriderm bath emulsion,S01B
1140878388,acetoxyl 5 gel,D10A
1140878374,acnisal topical solution,S01B
1140878362,verrugon ointment,S01B
1140878360,salactol paint,S01B
1140878358,cuplex gel,S01B
1140878298,vasogen cream,P03A
1140878238,alpha keri bath oil,A06A
1140878234,nutraplus cream,D02A
1140878210,murine eye drops,R03A
1140878198,sootheye eye autodrop,A12C
1140878196,super soft paraffin eye ointment,A06A
1140878050,vasocon a eye drops,R06A
1140878020,isopto carpine 0.5% eye drops,S01E
1140877984,mydriacyl 0.5% eye drops,S01F
1140877966,radian b spray,M01A
1140877884,methyl salicylate bp,N02B
1140876508,calamine,D07A
1140876488,savlon bath oil,D08A
1140876410,cetomacrogol formula b cream bp,D07A
1140876262,salicylic acid+anthraquinone glycosides 1%/0.5% oral paint,S01B
1140876248,dequacaine lozenge,R02A
1140876112,choline salicylate+glycerol 20%/12.6% ear drops,N02B
1140876014,acetylcholine chloride,S01E
1140875972,clioquinol,P01A
1140875852,tropicamide,S01F
1140875808,metipranolol,S01E
1140875796,dichlorphenamide,S01E
1140875668,chloromycetin hydrocortisone eye ointment,D06A
1140875580,genticin eye ointment,J01G
1140875538,methyl salicylate ointment bp,N02B
1140875498,anturan 100mg tablet,M04A
1140875446,dantrium 100mg capsule,M03C
1140875434,carisoma 125mg tablet,M03B
1140875426,baclospas 10mg tablet,M03B
1140875424,lioresal 5mg/5ml s/f liquid,M03B
1140875404,ridaura 3mg tablet,M01C
1140875324,distamine 50mg tablet,M01C
1140875270,tolectin 200mg capsule,M02A
1140875268,tolmetin,M02A
1140874716,glymese 250mg tablet,A10B
1140874658,gliquidone,A10B
1140874614,albendazole,P02C
1140874586,mebendazole,P02C
1140874576,sodium stibogluconate,P01C
1140874524,diethylcarbamazine,P02C
1140874476,cymevene 500mg i-v infusion (pdr for recon),J05A
1140874450,imunovir 500mg tablet,J05A
1140874448,inosine pranobex,J05A
1140874340,nizoral 100mg/5ml suspension,D01A
1140874296,diflucan 200mg/5ml oral suspension,D01A
1140874256,flucytosine,D01A
1140874244,fungilin 100mg/ml s/f suspension,J02A
1140874198,macrobid 100mg m/r capsule,J01X
1140874184,furadantin 50mg tablet,J01X
